molecule,region,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
SA_EUPH_00021.mol,SAF,1,0,0,0,0,3,0,0,304.472,2.509,539.056,462.187,76.869,0,0,1003.493,2,3.4,0.0062741,0.0089199,0.8992364,32.079,8.729,14.819,7.156,3.45,-4.252,-3.68,-3.162,1849.069,-0.251,961.379,-2.648,10.383,-2.619,2,0.511,3,100,0,0,40.427,2,0,16,3,13,16,22,0,0.038
SA_EUPH_00022.mol,SAF,1,0,0,0,0,5,0,-1,320.471,3.86,545.689,431.704,113.985,0,0,1024.782,3,5.1,0.0145412,0.0161877,0.9008268,31.647,9.419,17.283,10.122,2.527,-3.487,-3.314,-3.137,822.208,-0.674,400.364,-3.14,10.314,-2.55,3,0.164,3,93.912,0,0,60.833,3,0,16,3,13,16,23,0,0.076
SA_EUPH_00022.mol,SAF,1,0,0,0,0,5,0,-1,320.471,3.006,546.055,429.268,116.788,0,0,1023.423,3,5.1,0.0088269,0.0161769,0.899425,31.593,9.42,17.195,10.142,2.498,-3.493,-3.314,-3.159,773.398,-0.7,374.737,-3.192,10.334,-2.571,3,0.16,3,93.268,0,0,61.057,3,0,16,3,13,16,23,0,0.066
SA_EUPH_00023.mol,SAF,0,0,0,0,0,3,0,0,302.456,3.272,546.891,421.776,83.138,41.976,0,1026.951,1,3.7,0.0104253,0.0067655,0.9001144,33.419,9.059,14.164,6.334,3.667,-4.43,-4,-3.348,1612.516,-0.301,829.158,-2.616,9.585,-0.807,4,0.591,3,100,0,0,45.909,2,0,14,0,14,11,22,0,0.027
SA_EUPH_00023.mol,SAF,0,0,0,0,0,3,0,0,302.456,2.39,562.788,437.529,84.139,41.12,0,1039.487,1,3.7,0.0054934,0.0065744,0.8817922,33.913,9.096,14.221,6.373,3.732,-4.712,-4,-3.641,1577.656,-0.339,809.8,-2.637,9.559,-0.76,4,0.619,3,100,0,0,46.744,2,0,14,0,14,11,22,0,0.014
SA_FABA_00001.mol,SAF,2,0,0,0,0,6,0,0,390.478,2.312,684.422,411.383,73.032,200.007,0,1262.4,2,2.75,0.0042355,0.0056823,0.825352,42.425,12.322,18.104,7.538,5.573,-6.535,-6.876,-5.312,2010.644,-0.513,1052.493,-1.585,8.207,0.601,10,1.169,1,100,0,0,58.572,4,1,17,0,17,1,29,2,0.003
SA_FABA_00002.mol,SAF,0,0,0,0,0,6,0,-2,338.359,4.166,606.418,192.651,148.457,265.31,0,1059.809,2,3.75,0.0163763,0.0087453,0.8289815,34.941,11.406,16.621,9.292,3.454,-4.839,-5.451,-5.565,387.335,-1.238,177.468,-2.745,8.774,0.412,6,0.446,3,93.494,0,0,93.845,5,0,16,0,16,0,25,0,0.009
SA_FABA_00002.mol,SAF,0,0,0,0,0,6,0,-2,338.359,5.923,605.731,193.409,146.81,265.512,0,1058.047,2,3.75,0.033162,0.0087552,0.8290018,34.872,11.378,16.818,9.281,3.455,-4.827,-5.451,-5.565,401.514,-1.222,184.501,-2.714,8.756,0.352,6,0.442,3,93.776,0,0,93.246,5,0,16,0,16,0,25,0,0.01
SA_FABA_00003.mol,SAF,5,0,0,0,0,7,0,0,444.613,0.937,855.372,651.202,45.817,158.352,0,1567.295,1,3.5,0.0005604,0.0040918,0.7628586,53.587,14.698,20.486,6.535,7.566,-9.462,-7.708,-6.124,3642.632,-0.383,2000.661,-1.134,8.924,0.452,11,1.927,1,100,0,0,51.917,3,1,16,0,16,2,33,2,0
SA_FABA_00003.mol,SAF,4,0,0,0,0,7,0,0,444.613,2.388,863.123,649.637,48.84,164.645,0,1571.629,1,3.5,0.0036276,0.004055,0.757401,53.82,14.851,20.606,6.617,7.579,-9.605,-7.708,-6.243,3409.954,-0.426,1862.894,-1.168,8.976,0.466,11,1.938,1,100,0,0,53.546,3,1,16,0,16,2,33,2,0
SA_FABA_00004.mol,SAF,0,0,0,0,0,8,1,-2,384.385,8.901,647.118,255.427,207.302,184.389,0,1163.981,2,6.5,0.068073,0.0142051,0.8269497,37.053,12.243,19.67,11.508,2.535,-4.391,-5.355,-5.211,107.165,-1.94,44.254,-3.922,9.022,0.687,6,0.165,3,78.122,0,0,129.469,7,0,16,0,16,0,28,0,0.002
SA_FABA_00004.mol,SAF,0,0,0,0,0,8,1,-2,384.385,10.826,641.042,254.506,202.298,184.238,0,1151.856,2,6.5,0.1017543,0.0143398,0.82898,36.566,12.093,19.94,11.458,2.496,-4.289,-5.355,-5.178,119.539,-1.881,49.802,-3.831,9.041,0.643,6,0.136,3,78.745,0,0,128.45,7,0,16,0,16,0,28,0,0.003
SA_FABA_00005.mol,SAF,0,0,0,0,0,8,1,-2,368.342,11.232,627.756,185.057,228.986,213.713,0,1101.319,2,6.5,0.1145434,0.0146433,0.82158,34.825,12.003,19.643,11.808,2.03,-4.068,-5.04,-5.438,66.746,-2.18,26.527,-4.219,9.111,0.835,4,0.002,3,71.484,0,0,134.052,7,0,16,0,16,0,27,0,0.002
SA_FABA_00005.mol,SAF,0,0,0,0,0,8,1,-2,368.342,10.611,621.787,181.015,223.991,216.781,0,1096.158,2,6.5,0.1027197,0.0147838,0.8268729,34.648,11.944,19.418,11.781,2.041,-3.969,-5.04,-5.367,74.438,-2.103,29.846,-4.116,9.077,0.789,4,-0.007,3,72.395,0,0,133.273,7,0,16,0,16,0,27,0,0.003
SA_FABA_00007.mol,SAF,10,0,0,0,0,32,1,-2,574.883,2.869,1291.242,991.054,168.926,131.262,0,2268.067,2,5.2,0.0036291,0.0056952,0.6465391,65.32,24.339,26.086,5.861,10.197,-12.52,-9.131,-7.877,247.727,-4.059,109.473,-1.098,8.928,0.75,3,2.33,1,100,0,0,89.435,5,2,6,0,6,0,41,1,0
SA_FABA_00010.mol,SAF,0,0,0,0,0,6,0,-2,328.278,6.366,542.315,92.535,247.781,201.998,0,941.146,2,6.5,0.0430624,0.0169503,0.8564162,29.587,10.582,17.049,12.092,0.943,-3.005,-4.264,-4.819,44.278,-2.05,17.023,-4.798,9.149,0.771,4,-0.278,3,61.933,0,0,140.764,7,0,16,0,16,0,24,0,0.005
SA_FABA_00010.mol,SAF,0,0,0,0,0,6,0,-2,328.278,8.326,541.687,92.306,245.904,203.476,0,939.42,2,6.5,0.0737883,0.0169699,0.8563608,29.532,10.562,17.444,12.088,0.948,-2.995,-4.264,-4.827,46.131,-2.034,17.794,-4.759,9.117,0.75,4,-0.282,3,62.277,0,0,139.974,7,0,16,0,16,0,24,0,0.006
SA_FABA_00013.mol,SAF,0,0,0,0,0,7,0,-1,372.417,3.103,636.166,330.15,114.983,191.033,0,1156.372,3,5.45,0.0083252,0.0148384,0.8375159,37.454,11.8,19.502,11.55,3.372,-4.558,-5.282,-5.072,804.477,-0.951,391.04,-2.294,9.155,0.01,7,0.309,3,100,0,0,85.046,6,0,17,0,17,3,27,1,0.052
SA_FABA_00013.mol,SAF,0,0,0,0,0,7,0,-1,372.417,2.458,637.67,337.877,107.668,192.124,0,1158.764,3,5.45,0.0052154,0.0148034,0.8366925,37.56,11.778,19.46,11.511,3.438,-4.583,-5.282,-5.091,943.805,-0.884,464.73,-2.155,9.123,-0.008,7,0.314,3,100,0,0,84.653,6,0,17,0,17,3,27,1,0.068
SA_FABA_00014.mol,SAF,0,0,0,0,0,8,0,-2,368.385,4.181,658.11,244.36,160.768,252.982,0,1154.907,2,5.45,0.0151369,0.0117115,0.8089054,37.345,12.316,18.286,10.65,3.279,-4.9,-5.429,-5.831,296.034,-1.557,132.719,-2.823,8.625,0.422,6,0.312,3,90.376,0,0,102.126,6,0,16,0,16,0,27,0,0.007
SA_FABA_00014.mol,SAF,0,0,0,0,0,8,0,-2,368.385,2.247,651.23,236.27,161.672,253.288,0,1153.291,2,5.45,0.0043787,0.0118352,0.816689,37.283,12.306,18.152,10.642,3.268,-4.782,-5.429,-5.706,290.245,-1.535,129.916,-2.839,8.663,0.377,6,0.312,3,90.159,0,0,102.632,6,0,16,0,16,0,27,0,0.009
SA_FABA_00014.mol,SAF,0,0,0,0,0,8,0,-2,368.385,4.545,624.481,217.258,171.934,235.29,0,1129.633,2,5.45,0.0182859,0.0123422,0.8399831,36.164,12.039,18.055,10.525,3.044,-4.326,-5.429,-5.243,231.979,-1.543,101.971,-3.091,8.726,0.423,6,0.265,3,87.105,0,0,102.18,6,0,16,0,16,0,27,0,0.014
SA_FABA_00014.mol,SAF,0,0,0,0,0,8,0,-2,368.385,5.914,633.472,235.585,160.149,237.737,0,1135.927,2,5.45,0.0307891,0.012167,0.8311347,36.439,12.024,18.237,10.483,3.162,-4.478,-5.429,-5.398,300.057,-1.464,134.67,-2.865,8.73,0.409,6,0.276,3,89.795,0,0,103.356,6,0,16,0,16,0,27,0,0.017
SA_FABA_00015.mol,SAF,0,0,0,0,0,8,0,-2,366.37,7.377,638.426,215.034,177.4,245.991,0,1127.588,2,4.5,0.0482603,0.0099682,0.8206435,36.184,12.119,17.931,9.732,3.363,-4.85,-5.739,-5.607,205.879,-1.675,89.629,-3.154,8.827,0.621,5,0.411,3,88.044,0,0,105.052,6,0,16,0,16,0,27,0,0.004
SA_FABA_00015.mol,SAF,0,0,0,0,0,8,0,-2,366.37,6.853,635.784,213.978,172.467,249.339,0,1123.85,2,4.5,0.0417934,0.0100096,0.8222322,36.067,12.073,17.787,9.715,3.378,-4.804,-5.739,-5.598,229.294,-1.619,100.695,-3.052,8.79,0.569,5,0.402,3,88.972,0,0,104.377,6,0,16,0,16,0,27,0,0.005
SA_FABA_00016.mol,SAF,0,0,0,0,0,8,0,-2,384.385,6.533,659.404,243.186,210.865,205.353,0,1170.024,3,5.25,0.03648,0.0137901,0.8143481,37.495,12.702,20.175,11.938,2.865,-4.835,-5.722,-5.515,99.144,-2.039,40.685,-3.914,8.891,0.568,5,0.314,3,79.448,0,0,124.486,7,0,16,0,16,0,28,0,0.001
SA_FABA_00016.mol,SAF,0,0,0,0,0,8,0,-2,384.385,8.334,654.065,239.306,208.876,205.884,0,1165.358,3,5.25,0.0595961,0.0139027,0.8188107,37.313,12.646,20.435,11.915,2.854,-4.745,-5.722,-5.446,103.545,-1.996,42.64,-3.876,8.86,0.542,5,0.306,3,79.721,0,0,123.598,7,0,16,0,16,0,28,0,0.001
SA_FABA_00017.mol,SAF,0,0,0,0,0,9,0,-2,386.401,3.337,666.53,249.812,191.943,224.775,0,1190.802,3,6.2,0.0093514,0.0161114,0.8151519,37.87,12.903,20.36,12.673,2.785,-4.542,-5.426,-5.595,149.866,-1.905,63.589,-3.401,9.051,0.419,6,0.179,3,82.195,0,0,124.14,7,0,16,0,16,0,28,0,0.004
SA_FABA_00017.mol,SAF,0,0,0,0,0,9,0,-2,386.401,3.433,659.201,250.651,185.288,223.262,0,1181.333,3,6.2,0.009975,0.0162905,0.8198395,37.476,12.753,20.211,12.6,2.777,-4.421,-5.426,-5.512,173.307,-1.817,74.405,-3.284,8.829,0.467,6,0.159,3,83.275,0,0,122.527,7,0,16,0,16,0,28,0,0.008
SA_FABA_00017.mol,SAF,0,0,0,0,0,9,0,-2,386.401,5.069,667.371,258.475,186.178,222.718,0,1180.525,3,6.2,0.0217632,0.0160911,0.8094334,37.439,12.754,20.321,12.622,2.758,-4.556,-5.426,-5.678,169.97,-1.873,72.857,-3.302,8.634,0.367,6,0.148,3,83.013,0,0,120.783,7,0,16,0,16,0,28,0,0.005
SA_FABA_00017.mol,SAF,0,0,0,0,0,9,0,-2,386.401,5.426,664.084,249.161,189.914,225.009,0,1187.043,3,6.2,0.0248038,0.0161707,0.8164311,37.721,12.854,20.515,12.655,2.779,-4.502,-5.426,-5.575,156.655,-1.878,66.709,-3.363,9.036,0.34,6,0.17,3,82.5,0,0,123.245,7,0,16,0,16,0,28,0,0.005
SA_FABA_00018.mol,SAF,2,0,0,0,0,7,0,-2,422.52,3.73,777.43,482.703,143.938,150.789,0,1416.93,1,4,0.0098196,0.0051452,0.7847583,47.497,13.796,19.288,7.455,5.7,-7.828,-7.046,-5.734,427.498,-1.417,197.439,-2.969,9.344,0.383,11,1.402,1,94.45,0,0,85.78,5,1,16,0,16,2,31,2,0
SA_FABA_00018.mol,SAF,2,0,0,0,0,7,0,-2,422.52,2.389,747.35,456.428,141.84,149.082,0,1389.052,1,4,0.00411,0.0053522,0.8056014,46.365,13.423,18.889,7.357,5.54,-7.279,-7.046,-5.389,447.542,-1.315,207.464,-2.936,9.2,0.265,11,1.331,1,93.868,0,0,84.377,5,1,16,0,16,2,31,2,0
SA_FABA_00018.mol,SAF,2,0,0,0,0,7,0,-2,422.52,2.137,766.865,480.842,143.171,142.852,0,1405.391,1,4,0.0032482,0.005216,0.791245,46.959,13.596,19.02,7.371,5.624,-7.635,-7.046,-5.591,434.716,-1.383,201.045,-2.983,9.149,0.322,11,1.372,1,94.134,0,0,84.799,5,1,16,0,16,2,31,2,0
SA_FABA_00019.mol,SAF,0,0,0,0,0,7,0,-2,382.412,4.799,654.557,329.248,130.377,194.932,0,1180.76,1,4.5,0.0195042,0.0068749,0.8253889,38.467,11.705,16.634,7.86,4.138,-5.411,-6.149,-5.287,574.819,-1.134,271.914,-2.564,8.831,0.539,7,0.658,3,100,0,0,90.085,6,0,16,0,16,0,28,1,0.004
SA_FABA_00019.mol,SAF,0,0,0,0,0,7,0,-2,382.412,5.517,652.712,333.913,128.035,190.764,0,1187.248,1,4.5,0.0256325,0.0068943,0.8307511,38.687,11.72,16.799,7.811,4.192,-5.378,-6.149,-5.18,604.979,-1.095,287.367,-2.535,8.817,0.482,7,0.678,3,100,0,0,88.558,6,0,16,0,16,0,28,1,0.005
SA_FABA_00020.mol,SAF,0,0,0,0,0,6,0,-2,352.386,3.922,622.647,263.166,133.008,226.473,0,1118.139,1,3.75,0.0137599,0.0060227,0.8367334,36.904,11.363,15.724,7.498,4.076,-5.276,-5.831,-5.254,542.73,-1.065,255.545,-2.597,8.697,0.449,6,0.682,3,100,0,0,82.147,5,0,16,0,16,0,26,0,0.005
SA_FABA_00020.mol,SAF,0,0,0,0,0,6,0,-2,352.386,4.524,621.212,263.443,130.888,226.881,0,1115.316,1,3.75,0.018353,0.0060366,0.8372537,36.795,11.325,15.74,7.483,4.073,-5.251,-5.831,-5.247,568.449,-1.043,268.659,-2.556,8.669,0.381,6,0.675,3,100,0,0,81.186,5,0,16,0,16,0,26,0,0.005
SA_FABA_00026.mol,SAF,0,0,0,0,0,7,0,-2,368.385,5.329,623.426,240.463,172.826,210.137,0,1119.78,2,4.5,0.0253644,0.010208,0.8365053,36.172,11.771,17.623,9.642,3.312,-4.753,-5.78,-5.18,227.505,-1.505,99.846,-3.292,8.844,0.548,7,0.441,3,88.524,0,0,104.275,6,0,16,0,16,0,27,1,0.003
SA_FABA_00026.mol,SAF,0,0,0,0,0,7,0,-2,368.385,6.329,621.938,240.491,170.677,210.771,0,1116.984,2,4.5,0.0358558,0.0102325,0.8371099,36.066,11.735,17.721,9.628,3.31,-4.727,-5.78,-5.173,238.437,-1.482,105.042,-3.251,8.828,0.513,7,0.434,3,88.879,0,0,103.319,6,0,16,0,16,0,27,1,0.004
SA_FABA_00031.mol,SAF,0,0,0,0,0,4,0,0,330.337,6.967,580.294,313.41,77.445,189.439,0,1016.072,1,5.75,0.047766,0.0099088,0.8422999,33.75,9.747,15.886,9.177,2.932,-4.112,-4.472,-4.987,1825.945,-0.405,948.391,-1.895,8.871,0.563,6,0.105,3,100,0,0,77.553,6,0,16,0,16,2,24,0,0.304
SA_FABA_00031.mol,SAF,0,0,0,0,0,4,0,0,330.337,6.967,580.295,313.411,77.445,189.439,0,1016.073,1,5.75,0.0477666,0.0099088,0.8422993,33.75,9.747,15.886,9.177,2.932,-4.112,-4.472,-4.987,1825.943,-0.405,948.39,-1.895,8.871,0.563,6,0.105,3,100,0,0,77.553,6,0,16,0,16,2,24,0,0.304
SA_FABA_00033.mol,SAF,0,0,0,0,0,4,0,0,342.348,7.244,603.908,346.202,43.934,213.772,0,1065.47,0,5.5,0.0492558,0,0.835388,35.959,9.916,14.954,7.461,3.528,-4.13,-4.751,-5.215,3795.534,-0.097,2091.585,-1.192,9.136,0.784,4,0.07,3,100,0,0,63.832,6,0,16,0,16,0,25,0,1.63
SA_FABA_00035.mol,SAF,0,0,0,0,0,9,1,0,344.363,7.146,629.508,363.223,65.659,200.626,0,1106.763,0,4.75,0.0461333,0,0.8219912,34.276,10.358,13.798,5.739,3.985,-4.316,-4.902,-5.369,2361.877,-0.627,1252.555,-1.159,8.896,0.581,5,0.178,3,100,0,0,73.738,6,0,12,0,12,0,25,0,1.528
SA_FABA_00035.mol,SAF,0,0,0,0,0,9,1,0,344.363,7.44,629.017,363.043,64.848,201.125,0,1105.255,0,4.75,0.0500821,0,0.8218852,34.22,10.341,13.828,5.735,3.981,-4.307,-4.902,-5.373,2404.053,-0.619,1276.749,-1.142,8.909,0.57,5,0.174,3,100,0,0,73.081,6,0,12,0,12,0,25,0,1.623
SA_FABA_00038.mol,SAF,5,0,0,0,0,4,0,1,358.479,1.026,682.334,387.962,0,294.372,0,1231.973,0,1.25,0.0008552,0,0.8145211,43.392,11.748,14.481,3.713,6.411,-9.566,-9.566,-5.937,9906.038,0.397,5899.293,-0.098,8.481,0.694,8,1.69,1,100,0,0,16.032,2,1,17,0,17,1,27,2,0
SA_FABA_00038.mol,SAF,5,0,0,0,0,4,0,1,358.479,1.05,649.867,384.607,0,265.26,0,1217.923,0,1.25,0.0009058,0,0.8486992,42.552,11.404,14.271,3.436,5.971,-9.419,-9.419,-5.245,9906.038,0.391,5899.293,-0.201,8.436,0.663,8,1.649,1,100,0,0,16.454,2,1,17,0,17,1,27,2,0
SA_FABA_00040.mol,SAF,2,0,0,0,0,8,0,0,420.504,4.825,765.392,475.94,70.196,219.257,0,1380.413,1,3.75,0.0168616,0.0048994,0.7833459,46.047,13.424,18.434,6.924,6.163,-7.544,-7.235,-6.083,2139.123,-0.681,1125.371,-1.273,8.698,0.366,9,1.31,1,100,0,0,77.006,5,1,16,0,16,0,31,2,0.001
SA_FABA_00042.mol,SAF,3,0,0,0,0,6,0,-2,570.551,0.265,827.127,203.175,238.035,385.916,0,1571.729,2,8,4.47E-05,0.0136783,0.7903963,56.58,17.719,26.916,15.44,4.464,-7.29,-9.212,-6.764,54.779,-2.338,21.426,-3.971,9.167,0.33,10,1.01,1,71.245,0,0,163.435,10,1,32,0,32,4,42,2,0
SA_FABA_00042.mol,SAF,2,0,0,0,0,6,0,-2,570.551,6.978,828.152,204.443,239.7,384.009,0,1568.569,2,8,0.0310406,0.0136614,0.7883595,56.435,17.703,27.284,15.44,4.429,-7.307,-9.212,-6.788,52.824,-2.369,20.601,-4.008,9.073,0.451,10,1,1,70.757,0,0,163.425,10,1,32,0,32,4,42,2,0
SA_FABA_00043.mol,SAF,1,0,0,0,0,4,0,-2,510.499,6.449,752.155,19.101,277.183,455.87,0,1436.7,4,8.5,0.0289488,0.0226017,0.8186571,53.128,17.606,29.738,19.864,2.947,-6.022,-7.623,-6.64,23.301,-2.435,8.505,-4.638,9.297,0.521,8,0.586,2,55.716,0,0,153.576,8,1,32,0,32,4,38,2,0
SA_FABA_00043.mol,SAF,1,0,0,0,0,4,0,-2,510.499,1.021,754.322,17.258,273.199,463.865,0,1442.238,4,8.5,0.0007228,0.0225368,0.8184005,53.426,17.684,29.449,19.897,3.017,-6.056,-7.623,-6.683,25.419,-2.397,9.344,-4.536,9.232,0.467,8,0.599,2,56.803,0,0,152.284,8,1,32,0,32,4,38,2,0
SA_FABA_00054.mol,SAF,0,0,0,0,0,7,1,-2,270.284,1.675,534.141,105.752,137.901,290.488,0,896.211,1,3.25,0.0031319,0.0060845,0.8416198,27.992,9.699,12.243,7.04,2.915,-3.704,-4.114,-5.48,487.731,-1.156,227.672,-2.366,8.959,0.679,3,0.132,3,92.127,0,0,77.233,4,0,12,0,12,0,20,0,0.23
SA_FABA_00054.mol,SAF,0,0,0,0,0,7,1,-2,270.284,2.96,533.517,105.594,137.412,290.512,0,894.653,1,3.25,0.0097963,0.0060916,0.8416272,27.93,9.68,12.31,7.035,2.909,-3.693,-4.114,-5.48,492.977,-1.152,230.32,-2.357,8.942,0.658,3,0.128,3,92.172,0,0,76.869,4,0,12,0,12,0,20,0,0.241
SA_FABA_00055.mol,SAF,1,0,0,0,0,3,0,0,388.462,6.143,700.945,338.146,55.854,306.945,0,1278.939,0,4,0.0295057,0,0.81292,46.034,12.671,17.623,7.152,5.664,-6.917,-6.601,-6.023,2925.767,-0.181,1578.701,-1.18,9.111,0.983,4,1.133,1,100,0,0,48.352,4,1,20,0,20,1,29,1,0.003
SA_FABA_00058.mol,SAF,0,0,0,0,0,3,1,1,326.305,3.066,535.713,257.417,38.045,240.251,0,942.755,0,5.5,0.0099707,0,0.8679581,31.943,8.982,13.13,7.657,2.778,-3.148,-4.525,-4.814,4316.408,0.046,2403.49,-1.086,8.656,0.459,2,-0.244,3,100,0,0,69.545,6,0,19,0,19,1,24,0,26.703
SA_FABA_00069.mol,SAF,0,0,0,0,0,1,0,0,334.371,5.711,597.897,236.752,55.839,305.306,0,1065.606,0,4,0.0306068,0,0.8438585,38.765,10.662,15.209,7.334,4.27,-5.29,-5.452,-5.515,2926.705,-0.02,1579.248,-1.377,9.108,0.985,1,0.599,3,100,0,0,48.901,4,0,20,0,20,1,25,0,0.072
SA_FABA_00072.mol,SAF,0,0,0,0,0,3,1,1,326.305,5.169,529.369,258.177,40.385,230.807,0,934.375,0,5.5,0.0285899,0,0.8731476,31.518,8.875,13.246,7.593,2.705,-3.064,-4.525,-4.685,4101.366,0.03,2274.329,-1.163,8.849,0.603,2,-0.268,3,100,0,0,70.76,6,0,19,0,19,1,24,0,29.538
SA_FABA_00073.mol,SAF,0,0,0,0,0,3,1,1,326.305,3.066,535.713,257.417,38.045,240.251,0,942.755,0,5.5,0.0099707,0,0.8679581,31.943,8.982,13.13,7.657,2.778,-3.148,-4.525,-4.814,4316.408,0.046,2403.49,-1.086,8.656,0.459,2,-0.244,3,100,0,0,69.545,6,0,19,0,19,1,24,0,26.703
SA_FABA_00074.mol,SAF,0,0,0,0,0,5,0,0,328.321,3.364,566.173,268.09,82.649,215.434,0,991.281,1,5.5,0.0114184,0.0097144,0.8492081,32.364,9.746,14.819,8.888,2.819,-3.845,-4.658,-4.999,1629.833,-0.502,838.787,-1.804,8.607,0.686,4,0.049,3,100,0,0,79.031,6,0,16,0,16,0,24,0,0.778
SA_FABA_00074.mol,SAF,0,0,0,0,0,5,0,0,328.321,5.476,564.979,268.539,80.862,215.578,0,988.983,1,5.5,0.0303194,0.0097349,0.8496863,32.273,9.714,15.039,8.874,2.818,-3.831,-4.658,-4.992,1694.659,-0.485,874.905,-1.77,8.592,0.635,4,0.043,3,100,0,0,78.193,6,0,16,0,16,0,24,0,0.88
SA_FABA_00078.mol,SAF,0,0,0,0,0,5,1,0,394.423,3.786,645.12,400.317,39.16,205.643,0,1183.295,0,5.5,0.0121105,0,0.8386611,39.955,10.937,15.823,7.251,4.306,-4.748,-5.972,-5.123,4212.593,-0.109,2341.068,-1.037,8.771,0.76,5,0.37,3,100,0,0,65.032,6,0,19,0,19,1,29,0,0.647
SA_FABA_00081.mol,SAF,2,0,0,0,0,8,0,0,404.505,4.172,790.671,434.234,39.454,316.983,0,1394.224,0,4,0.0124812,0,0.7633509,47.533,13.91,17.486,6.222,6.541,-7.804,-6.767,-6.873,4185.631,-0.37,2324.877,-0.362,8.786,0.527,8,1.256,1,100,0,0,49.982,4,1,16,0,16,0,30,2,0.003
SA_FABA_00083.mol,SAF,1,0,0,0,0,4,0,0,388.462,5.114,746.327,360.179,39.272,346.876,0,1298.354,0,4,0.0201408,0,0.7711961,46.55,13.151,17.441,7.2,5.952,-7.614,-6.601,-6.889,4202.241,-0.118,2334.851,-0.637,8.755,0.714,4,1.147,1,100,0,0,47.614,4,1,20,0,20,1,29,1,0.002
SA_FABA_00095.mol,SAF,0,0,0,0,0,2,0,1,392.407,5.524,653.36,393.259,36.179,223.922,0,1172.573,0,5.5,0.0260239,0,0.8230746,41.627,10.942,16.65,8.037,4.278,-5.393,-6.044,-5.463,4495.885,0.087,2511.69,-1.205,8.372,0.877,3,0.466,3,100,0,0,63.198,6,0,22,0,22,2,29,0,0.099
SA_FABA_00096.mol,SAF,0,0,0,0,0,4,0,0,410.423,2.899,664.863,423.472,68.131,173.259,0,1203.826,1,6.5,0.0069799,0.0097765,0.8231435,41.109,11.331,18.222,9.946,3.884,-5.524,-5.891,-5.22,2237.748,-0.348,1181.557,-1.781,8.685,0.622,6,0.443,3,100,0,0,82.561,7,0,21,0,21,5,30,0,0.031
SA_FABA_00096.mol,SAF,0,0,0,0,0,4,0,0,410.423,2.872,663.012,422.656,68.554,171.802,0,1202.901,1,6.5,0.0068574,0.0098037,0.8250182,41.058,11.314,18.209,9.934,3.875,-5.496,-5.891,-5.183,2217.197,-0.349,1169.832,-1.794,8.681,0.62,6,0.442,3,100,0,0,82.615,7,0,21,0,21,5,30,0,0.033
SA_FABA_00100.mol,SAF,1,0,0,0,0,1,1,-1,296.279,1.749,475.694,219.244,0,256.451,0,830.598,0,3.5,0.0036835,0,0.8983201,28.894,7.913,10.857,5.835,2.808,-3.456,-3.456,-4.4,9906.038,-0.969,5899.293,-0.52,8.361,0.769,3,0.051,3,100,0,0,43.724,5,0,20,0,20,2,22,0,31.338
SA_FABA_00103.mol,SAF,0,0,0,0,0,3,2,-1,344.32,4.14,547.073,303.851,74.898,168.324,0,980.399,0,9.4,0.0174799,0,0.8724127,32.763,9.113,15.716,11.287,0.792,-1.174,-2.905,-4.399,1930.387,-0.273,1007.158,-2.019,8.844,0.512,3,-1.178,3,90.391,0,0,94.882,7,0,19,0,19,4,25,0,220.848
SA_FABA_00103.mol,SAF,0,0,0,0,0,3,2,-1,344.32,5.42,550.488,312.622,70.663,167.203,0,987.089,0,9.4,0.0297622,0,0.8709394,33.02,9.133,15.949,11.259,0.864,-1.239,-2.905,-4.418,2117.391,-0.238,1113.018,-1.945,8.935,0.606,3,-1.158,3,91.529,0,0,93.13,7,0,19,0,19,4,25,0,225.664
SA_FABA_00105.mol,SAF,0,0,0,0,0,3,0,0,364.397,4.131,662.362,339.887,40.218,282.257,0,1152.79,0,4.75,0.0148018,0,0.8027301,40.75,11.202,15.778,7.524,4.555,-5.793,-5.742,-6.07,4116.368,-0.033,2283.322,-0.978,8.868,0.719,2,0.567,3,100,0,0,56.766,5,0,20,0,20,1,27,1,0.062
SA_FABA_00113.mol,SAF,0,0,0,0,0,8,1,-2,416.384,6.172,667.078,116.044,260.879,290.156,0,1190.847,4,11.5,0.0319913,0.0344787,0.814502,39.138,14.078,25.909,20.494,0.328,-3.375,-4.107,-5.917,33.265,-2.54,12.497,-4.537,9.142,0.764,5,-0.584,2,56.105,0,0,155.57,9,0,22,0,22,5,30,0,0.005
SA_FABA_00113.mol,SAF,0,0,0,0,0,8,1,-2,416.384,4.984,676.023,120.318,254.994,300.711,0,1197.674,4,11.5,0.0207369,0.0340225,0.8067944,39.512,14.183,25.844,20.547,0.405,-3.499,-4.107,-6.092,37.826,-2.53,14.359,-4.392,9.16,0.66,5,-0.584,2,57.557,0,0,156.793,9,0,22,0,22,5,30,0,0.005
