molecule,region,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
CA_ACHA_00002.mol,CAF,0,0,0,0,0,0,2,0,454.648,6.753,646.007,533.699,112.308,0,0,1317.419,0,7,0.0346143,0,0.8996569,46.569,11.25,19.739,8.933,3.704,-4.794,-5.624,-3.156,852.871,-0.362,416.527,-3.589,10.364,-0.554,4,0.57,3,100,0,0,80.915,4,0,24,0,24,20,33,0,0.002
CA_ACHA_00003.mol,CAF,0,0,0,0,0,1,2,-1,470.648,6.291,650.462,502.413,148.048,0,0,1339.944,1,8.7,0.0295333,0.0133751,0.9036515,46.828,11.923,22.302,12.105,3.069,-4.761,-5.423,-3.091,390.803,-0.706,179.186,-4.152,10.296,-0.543,4,0.534,3,91.305,0,0,100.533,5,0,24,0,24,20,34,0,0.001
CA_ACHA_00004.mol,CAF,0,0,0,2,0,2,1,-2,486.69,4.161,694.624,524.378,170.246,0,0,1414.737,2,6,0.0122403,0.0122156,0.8774023,49.18,12.901,22.904,10.947,5.398,-6.331,-6.599,0.099,15.44,-1.031,8.818,-4.465,10.413,-0.731,2,0.873,1,66.868,0,0,105.663,5,1,22,0,22,21,35,2,0
CA_ACHA_00004.mol,CAF,0,0,0,2,0,2,1,-2,486.69,4.151,692.97,521.283,171.687,0,0,1415.015,2,6,0.0121783,0.0122448,0.8796122,49.191,12.914,22.923,10.953,5.391,-6.303,-6.599,0.135,14.962,-1.036,8.523,-4.492,10.406,-0.738,2,0.875,1,66.583,0,0,106.086,5,1,22,0,22,21,35,2,0
CA_ACHA_00004.mol,CAF,0,0,0,2,0,2,1,-2,486.69,3.13,689.729,519.367,170.362,0,0,1412.825,2,6,0.0069338,0.0123023,0.882834,49.103,12.887,22.825,10.936,5.389,-6.247,-6.599,0.187,15.401,-1.014,8.794,-4.467,10.385,-0.759,2,0.871,1,66.793,0,0,106.128,5,1,22,0,22,21,35,2,0
CA_ACHA_00008.mol,CAF,5,0,0,0,1,26,0,-2,445.682,5.623,996.008,826.224,169.784,0,0,1750.276,5,9.3,0.0180678,0.0208788,0.7051904,47.197,17.779,26.855,15.926,3.811,-5.216,-3.698,-4.928,151.617,-3.28,107.278,-2.152,9.608,-1.22,5,-0.233,1,88.29,0,25.765,113.406,6,0,0,0,0,0,31,0,0.019
CA_ACHA_00009.mol,CAF,12,0,0,0,1,39,1,-2,716.05,8.034,1415.951,1171.605,232.142,12.204,0,2615.807,7,16.1,0.0246748,0.0300834,0.6484162,73.605,28.287,42.447,24.318,5.537,-7.562,-6.224,-5.905,37.756,-5.468,24.623,-2.01,9.68,-0.961,8,-0.062,1,48.716,0,27.325,173.063,10,3,6,0,6,5,50,2,0
CA_ACHA_00010.mol,CAF,0,0,0,0,0,2,0,0,456.664,5.333,660.022,535.753,95.43,28.839,0,1338.526,2,6.4,0.0212471,0.0137131,0.8899337,46.405,11.95,21.954,10.945,4.293,-5.616,-5.955,-3.451,1232.915,-0.36,620.352,-2.985,10.311,-0.464,3,0.932,3,100,0,0,68.117,4,0,24,0,24,21,33,0,0.001
CA_ACHA_00011.mol,CAF,0,0,0,0,0,1,1,0,454.648,8.054,662.829,529.846,103.884,29.099,0,1334.512,1,6.7,0.0486097,0.0101082,0.884392,46.889,11.744,21.26,10.062,4.202,-5.716,-5.919,-3.541,1025.1,-0.382,508.144,-3.236,10.33,-0.392,4,0.911,3,100,0,0,74.927,4,0,24,0,24,20,33,1,0.001
CA_ACHA_00012.mol,CAF,0,0,0,0,0,2,1,-1,470.648,7.044,672.98,498.679,145.279,29.022,0,1358.177,2,8.4,0.036535,0.0176519,0.8813203,47.193,12.459,23.745,13.286,3.277,-5.208,-5.522,-3.591,415.16,-0.804,191.287,-3.903,10.262,-0.434,4,0.625,3,92.993,0,0,94.601,5,0,24,0,24,20,34,0,0
CA_AGAV_00001.mol,CAF,3,0,0,0,0,10,3,-2,720.896,6.811,948.812,654.811,230.127,63.875,0,1995.465,6,18.5,0.0232469,0.0477603,0.807881,67.893,19.744,42.295,28.806,2.105,-5.247,-6.382,-4.945,65.104,-2.39,25.823,-4.576,9.773,-0.719,10,0,1,32.858,0,0,161.357,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,6.013,930.039,672.152,194.059,63.829,0,1985.749,6,18.5,0.0182098,0.0487243,0.8215109,67.504,19.286,41.982,28.516,2.334,-4.988,-6.382,-4.725,143.1,-1.956,60.492,-3.911,9.554,-0.914,10,0.014,1,40.32,0,0,162.593,12,3,37,0,37,30,51,1,0.001
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,4.958,968.721,717.774,187.544,63.403,0,2017.929,6,18.5,0.0121816,0.0467788,0.7972058,68.788,19.732,42.193,28.562,2.503,-5.526,-6.382,-5.116,164.976,-2.007,70.546,-3.792,9.532,-0.967,10,0.023,1,42.411,0,0,164.476,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,3,0,0,0,0,10,3,-2,720.896,4.835,928.764,695.803,169.596,63.365,0,1982.136,6,18.5,0.0117922,0.0487913,0.821641,67.355,19.081,41.718,28.343,2.482,-4.97,-6.382,-4.72,244.129,-1.714,107.755,-3.462,9.585,-0.899,10,0.006,1,45.339,0,0,160.629,12,3,37,0,37,30,51,1,0.003
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,6.487,981.675,690.62,227.395,63.66,0,2032.297,6,18.5,0.0207071,0.0461615,0.7904152,69.365,20.208,42.678,28.866,2.293,-5.71,-6.382,-5.227,69.106,-2.466,27.542,-4.526,9.79,-0.703,10,0.038,1,34.422,0,0,167.494,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,3.492,963.042,683.783,215.479,63.78,0,2002.653,6,18.5,0.0060906,0.0470546,0.7978542,68.18,19.8,42.032,28.74,2.222,-5.446,-6.382,-5.107,89.642,-2.296,36.487,-4.306,9.57,-0.93,10,-0.009,1,36.028,0,0,169.813,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,3.002,981.34,710.51,206.914,63.916,0,2033.492,6,18.5,0.0044329,0.0461772,0.790995,69.416,20.068,42.375,28.727,2.444,-5.705,-6.382,-5.219,108.077,-2.244,44.661,-4.148,9.642,-0.854,10,0.042,1,38.78,0,0,166.769,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,4.402,968.972,686.02,219.392,63.559,0,2015.876,6,18.5,0.0096125,0.0467667,0.7964587,68.707,19.949,42.283,28.78,2.268,-5.53,-6.382,-5.129,82.301,-2.345,33.269,-4.379,9.705,-0.752,10,0.017,1,35.634,0,0,168.371,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,5.327,965.828,675.336,226.68,63.811,0,2014.426,6,18.5,0.0140875,0.0469189,0.7986676,68.652,19.967,42.374,28.824,2.216,-5.485,-6.382,-5.094,70.192,-2.408,28.011,-4.512,9.828,-0.662,10,0.019,1,34.087,0,0,162.595,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,4.496,933.165,673.933,195.339,63.893,0,1991.034,6,18.5,0.0101519,0.0485612,0.8202114,67.716,19.349,41.948,28.532,2.353,-5.031,-6.382,-4.746,139.154,-1.975,58.691,-3.934,9.498,-0.936,10,0.022,1,40.211,0,0,162.175,12,3,37,0,37,30,51,1,0.001
CA_AGAV_00001.mol,CAF,3,0,0,0,0,10,3,-2,720.896,2.54,944.195,706.069,174.485,63.641,0,1983.611,6,18.5,0.0032512,0.0479939,0.8086139,67.417,19.248,41.574,28.415,2.423,-5.183,-6.382,-4.932,219.412,-1.818,96.013,-3.551,9.666,-0.82,10,-0.024,1,44.163,0,0,162.091,12,3,37,0,37,30,51,1,0.001
CA_AGAV_00001.mol,CAF,3,0,0,0,0,10,3,-2,720.896,4.644,946.187,719.664,163.193,63.33,0,1983.002,6,18.5,0.0108754,0.0478928,0.8067459,67.39,19.179,41.601,28.341,2.493,-5.211,-6.382,-4.961,280.762,-1.711,125.334,-3.344,9.751,-0.731,10,-0.03,1,46.485,0,0,159.72,12,3,37,0,37,30,51,1,0.002
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,8.119,978.528,697.376,217.543,63.608,0,2028.691,6,18.5,0.032491,0.0463099,0.7920195,69.221,20.09,42.747,28.791,2.345,-5.665,-6.382,-5.201,85.691,-2.351,34.752,-4.345,9.815,-0.674,10,0.034,1,36.394,0,0,165.445,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,8.257,988.236,696.925,227.622,63.689,0,2043.619,6,18.5,0.0333592,0.045855,0.7880814,69.819,20.329,43.003,28.883,2.352,-5.804,-6.382,-5.265,68.764,-2.483,27.395,-4.53,9.755,-0.737,10,0.058,1,34.728,0,0,167.616,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,2.229,973.938,715.439,194.938,63.561,0,2027.654,6,18.5,0.0024501,0.0465282,0.7954805,69.179,19.883,42.229,28.625,2.504,-5.6,-6.382,-5.144,140.38,-2.093,59.25,-3.928,9.573,-0.922,10,0.04,1,41.164,0,0,164.852,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,4.676,956.772,691.531,201.759,63.483,0,2012.222,6,18.5,0.0108645,0.047363,0.8056391,68.56,19.699,42.213,28.63,2.393,-5.358,-6.382,-4.98,120.954,-2.112,50.44,-4.054,9.675,-0.809,10,0.032,1,39.356,0,0,165.345,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,1.564,997.584,705.305,227.843,64.436,0,2037.17,6,18.5,0.0012014,0.0454253,0.7790529,69.568,20.392,42.416,28.912,2.29,-5.938,-6.382,-5.414,68.433,-2.542,27.253,-4.532,9.659,-0.864,10,0.02,1,34.328,0,0,164.311,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,4.345,971.867,690.823,216.573,64.471,0,2020.168,6,18.5,0.0093438,0.0466273,0.7952124,68.888,19.984,42.325,28.774,2.311,-5.571,-6.382,-5.153,87.526,-2.322,35.557,-4.324,9.617,-0.89,10,0.023,1,36.361,0,0,163.975,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,2.796,999.11,727.008,207.745,64.357,0,2039.399,6,18.5,0.0038323,0.0453559,0.7784307,69.656,20.276,42.38,28.779,2.441,-5.96,-6.382,-5.424,106.135,-2.325,43.794,-4.161,9.623,-0.917,10,0.024,1,38.621,0,0,162.895,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,2.591,928.232,674.422,189.443,64.367,0,1984.646,6,18.5,0.0033815,0.0488192,0.8228051,67.465,19.237,41.75,28.484,2.364,-4.963,-6.382,-4.706,158.274,-1.905,67.454,-3.824,9.598,-0.932,10,0.015,1,41.277,0,0,159.59,12,3,37,0,37,30,51,1,0.001
CA_AGAV_00001.mol,CAF,7,0,0,0,0,10,3,-2,720.896,3.004,1021.406,735.71,221.399,64.297,0,2081.903,6,18.5,0.0043336,0.0443659,0.7719816,71.357,20.809,43.031,28.925,2.58,-6.283,-6.382,-5.528,78.772,-2.516,31.729,-4.413,9.572,-0.946,10,0.104,1,37.116,0,0,168.227,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,2.242,984.456,694.058,225.785,64.612,0,2032.96,6,18.5,0.0024719,0.0460311,0.7883542,69.401,20.232,42.421,28.868,2.304,-5.75,-6.382,-5.265,71.578,-2.461,28.609,-4.493,9.62,-0.916,10,0.034,1,34.759,0,0,167.645,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,6,0,0,0,0,10,3,-2,720.896,4.798,986.497,716.99,205.179,64.327,0,2054.178,6,18.5,0.0112063,0.0459358,0.7921879,70.248,20.214,42.77,28.731,2.581,-5.779,-6.382,-5.201,112.25,-2.219,46.528,-4.114,9.576,-0.958,10,0.092,1,39.875,0,0,168.43,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,4.593,962.783,685.452,212.68,64.652,0,2003.967,6,18.5,0.0105247,0.0470673,0.7984179,68.241,19.792,42.105,28.727,2.252,-5.443,-6.382,-5.102,95.293,-2.263,38.979,-4.251,9.629,-0.902,10,-0.005,1,36.676,0,0,160.516,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,6,0,0,0,0,10,3,-2,720.896,2.065,1000.082,722.355,213.508,64.219,0,2051.468,6,18.5,0.002078,0.0453119,0.7807393,70.138,20.387,42.575,28.819,2.478,-5.974,-6.382,-5.386,93.585,-2.374,38.225,-4.268,9.644,-0.881,10,0.057,1,37.857,0,0,164.503,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,3.836,977.581,704.575,208.488,64.518,0,2019.954,6,18.5,0.0072847,0.0463548,0.7905088,68.88,19.978,42.225,28.733,2.353,-5.652,-6.382,-5.229,104.427,-2.263,43.033,-4.175,9.577,-0.941,10,0.011,1,37.982,0,0,163.088,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,3.808,981.663,731.942,185.403,64.318,0,2025.459,6,18.5,0.0071598,0.046162,0.7886509,69.098,19.88,42.176,28.584,2.54,-5.71,-6.382,-5.259,172.87,-2.027,74.202,-3.75,9.543,-0.997,10,0.018,1,42.994,0,0,160.512,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,4,0,0,0,0,10,3,-2,720.896,3.299,932.229,683.461,184.424,64.344,0,1977.716,6,18.5,0.0055027,0.0486099,0.8173696,67.188,19.194,41.622,28.459,2.344,-5.018,-6.382,-4.794,176.607,-1.88,75.937,-3.732,9.519,-0.989,10,-0.014,1,42.013,0,0,156.453,12,3,37,0,37,30,51,1,0.001
CA_AGAV_00001.mol,CAF,6,0,0,0,0,10,3,-2,720.896,2.795,988.265,713.775,210.122,64.368,0,2059.058,6,18.5,0.0037945,0.0458536,0.7920219,70.443,20.29,42.763,28.769,2.575,-5.804,-6.382,-5.204,100.767,-2.272,41.405,-4.205,9.608,-0.929,10,0.102,1,39.001,0,0,164.473,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,6.159,965.471,678.474,222.388,64.609,0,2015.87,6,18.5,0.0188145,0.0469362,0.7993453,68.717,19.947,42.446,28.799,2.256,-5.48,-6.382,-5.087,77.09,-2.36,30.997,-4.43,9.623,-0.908,10,0.024,1,35.055,0,0,164.198,12,3,37,0,37,30,51,1,0
CA_AGAV_00001.mol,CAF,7,0,0,0,0,10,3,-2,720.896,7.308,1002.218,739.78,198.269,64.169,0,2072.542,6,18.5,0.0257705,0.0452153,0.7844014,70.981,20.407,43.154,28.72,2.716,-6.005,-6.382,-5.327,130.532,-2.188,54.77,-3.987,9.52,-0.993,10,0.114,1,41.841,0,0,162.836,12,3,37,0,37,30,51,2,0
CA_AGAV_00001.mol,CAF,5,0,0,0,0,10,3,-2,720.896,2.541,990.176,734.455,191.397,64.324,0,2036.241,6,18.5,0.0031713,0.0457652,0.7846435,69.53,20.059,42.283,28.646,2.551,-5.832,-6.382,-5.323,151.664,-2.112,64.414,-3.86,9.63,-0.904,10,0.032,1,42.043,0,0,162.521,12,3,37,0,37,30,51,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,5.359,1044.211,703.654,302.548,35.913,2.096,2158.576,6,20.8,0.0133055,0.0487922,0.7735501,72.87,21.807,45.278,31.164,2.085,-5.637,-6.943,-3.56,3.392,-3.525,1.383,-5.817,10.002,0.708,7,-0.343,1,9.771,0,0,210.382,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,3.475,1062.74,703.579,321.284,35.93,1.948,2163.929,6,20.8,0.0055816,0.0479415,0.761319,73.084,22.163,45.259,31.336,1.952,-5.903,-6.943,-3.758,2.253,-3.85,0.887,-6.162,9.957,0.529,7,-0.364,1,5.812,0,0,216.975,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,4.248,1046.92,733.621,275.925,35.897,1.477,2165.476,6,20.8,0.0083336,0.048666,0.7731917,73.146,21.676,45.173,30.989,2.306,-5.673,-6.943,-3.566,6.066,-3.233,2.573,-5.326,9.964,0.387,7,-0.328,2,15.585,0,0,214.655,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,1.814,1053.212,715.919,299.201,35.848,2.243,2158.271,6,20.8,0.0015241,0.0483753,0.766867,72.857,21.878,45.051,31.162,2.088,-5.767,-6.943,-3.668,3.649,-3.546,1.5,-5.755,9.991,0.361,7,-0.362,2,10.358,0,0,210.994,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,4.769,1016.671,673.112,305.613,35.986,1.96,2129.117,6,20.8,0.0106817,0.0501139,0.7872589,71.692,21.403,44.918,31.119,1.93,-5.247,-6.943,-3.338,3.172,-3.442,1.285,-5.873,10.013,0.547,7,-0.371,1,8.342,0,0,215.399,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,6.132,1049.5,705.393,306.06,35.952,2.095,2171.872,6,20.8,0.0173106,0.0485463,0.7728085,73.402,21.951,45.539,31.2,2.136,-5.713,-6.943,-3.572,3.141,-3.571,1.273,-5.881,9.969,0.732,7,-0.315,1,9.477,0,0,214.653,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,8.193,1046.24,704.857,304.243,35.842,1.298,2155.476,6,20.8,0.0311383,0.0486976,0.7713102,72.745,21.819,45.467,31.179,2.046,-5.663,-6.943,-3.596,3.269,-3.566,1.316,-5.848,10.049,0.333,7,-0.356,1,9.253,0,0,215.705,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,1.403,1029.637,688.068,303.546,35.845,2.177,2129.676,6,20.8,0.0009246,0.0494829,0.7774816,71.713,21.522,44.719,31.135,1.92,-5.431,-6.943,-3.496,3.319,-3.502,1.353,-5.835,10.016,0.471,7,-0.397,1,8.638,0,0,214.876,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,6,0,0,1,0,12,4,-2,802.97,4.873,963.168,662.907,262.118,35.959,2.184,2084.567,6,20.8,0.0113907,0.0528977,0.8193577,69.909,20.383,44.258,30.694,2.064,-4.512,-6.943,-2.819,8.2,-2.757,3.596,-5.072,9.817,0.71,7,-0.379,2,16.513,0,0,204.07,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,4.312,1028.025,702.832,287.244,35.849,2.1,2134.774,6,20.8,0.0087088,0.0495605,0.7799427,71.917,21.415,44.834,31.02,2.07,-5.407,-6.943,-3.456,4.738,-3.303,1.985,-5.535,9.983,0.451,7,-0.378,2,12.279,0,0,210.039,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,8,0,0,1,0,12,4,-2,802.97,8.206,1006.814,702.517,266.308,35.862,2.128,2122.07,6,20.8,0.0317288,0.0506046,0.7932112,71.409,20.996,44.946,30.827,2.178,-5.11,-6.943,-3.242,7.484,-2.976,3.255,-5.149,9.84,0.692,7,-0.37,2,16.467,0,0,206.768,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,2.965,1054.166,721.351,294.718,35.869,2.227,2170.892,6,20.8,0.0040504,0.0483315,0.7691569,73.362,21.917,45.263,31.134,2.199,-5.78,-6.943,-3.631,4.024,-3.475,1.667,-5.673,9.895,0.631,7,-0.327,2,11.771,0,0,208.808,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,6.846,1053.05,713.378,301.59,35.948,2.134,2168.308,6,20.8,0.0216129,0.0483827,0.7693608,73.26,21.941,45.501,31.179,2.137,-5.764,-6.943,-3.628,3.464,-3.551,1.416,-5.799,9.976,0.738,7,-0.332,2,10.239,0,0,212.292,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,4.581,1004.346,685.38,280.949,35.923,2.092,2115.565,6,20.8,0.009918,0.0507289,0.7935352,71.149,21.043,44.627,30.921,2.04,-5.075,-6.943,-3.237,5.436,-3.129,2.303,-5.419,9.965,0.693,7,-0.383,2,13.172,0,0,210.983,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,8.318,1012.31,701.068,273.241,35.878,2.123,2111.335,6,20.8,0.0327684,0.0503298,0.7862419,70.979,21.044,44.794,30.887,2.048,-5.187,-6.943,-3.354,6.432,-3.101,2.764,-5.277,9.854,0.657,7,-0.413,2,14.528,0,0,207.928,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,6.361,1028.034,705.748,284.405,35.868,2.013,2124.855,6,20.8,0.019045,0.04956,0.7775182,71.52,21.346,44.801,31.001,2.024,-5.407,-6.943,-3.496,5.041,-3.291,2.121,-5.483,9.91,0.77,7,-0.407,2,12.495,0,0,204.985,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,8,0,0,1,0,12,4,-2,802.97,7.816,966.117,630.344,299.853,35.92,0,2090.38,6,20.8,0.0292279,0.0527362,0.8183742,70.141,20.689,44.758,30.956,1.826,-4.543,-6.943,-2.835,3.597,-3.145,1.436,-5.767,10.171,0.686,7,-0.369,1,8.71,0,0,206.797,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,10.018,1078.673,729.105,311.435,35.978,2.156,2196.853,6,20.8,0.0456858,0.0472334,0.7576623,74.402,22.427,46.215,31.307,2.204,-6.135,-6.943,-3.817,2.794,-3.771,1.123,-5.98,9.916,0.807,7,-0.299,1,8.962,0,0,216.828,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,6.438,1053.388,704.544,310.852,35.841,2.152,2167.297,6,20.8,0.0191262,0.0483671,0.7688745,73.218,22.004,45.495,31.242,2.066,-5.769,-6.943,-3.635,2.829,-3.66,1.138,-5.97,9.891,0.752,7,-0.336,1,8.248,0,0,212.986,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,5.112,1058.983,712.326,308.652,35.861,2.143,2168.746,6,20.8,0.0120518,0.0481116,0.7651537,73.277,22.056,45.382,31.24,2.079,-5.849,-6.943,-3.696,2.969,-3.669,1.199,-5.93,9.95,0.761,7,-0.343,1,8.7,0,0,213.496,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,2.535,1008.664,692.117,278.477,35.936,2.135,2127.626,6,20.8,0.0030211,0.0505118,0.7931381,71.632,21.127,44.694,30.914,2.126,-5.136,-6.943,-3.243,5.737,-3.106,2.443,-5.373,9.957,0.703,7,-0.358,2,14.097,0,0,210.579,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,8,0,0,1,0,12,4,-2,802.97,3.359,983.252,651.242,293.945,35.92,2.145,2092.089,6,20.8,0.0053931,0.0518172,0.8045508,70.209,20.82,44.355,30.958,1.845,-4.785,-6.943,-3.058,4.093,-3.182,1.696,-5.658,9.986,0.684,7,-0.404,1,9.827,0,0,214.501,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,8,0,0,1,0,12,4,-2,802.97,3.04,978.021,654.077,285.946,35.872,2.126,2090.808,6,20.8,0.0044201,0.0520944,0.8085238,70.158,20.71,44.307,30.891,1.904,-4.713,-6.943,-2.994,4.874,-3.071,2.048,-5.511,9.97,0.688,7,-0.396,2,11.531,0,0,207.774,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,2.447,1012.143,679.944,294.218,35.878,2.103,2107.278,6,20.8,0.0028406,0.0503381,0.7853644,70.817,21.17,44.423,31.029,1.876,-5.184,-6.943,-3.369,4.068,-3.335,1.684,-5.663,9.931,0.418,7,-0.424,1,9.964,0,0,210.368,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,5.514,1008.205,662.208,307.936,35.968,2.093,2132.102,6,20.8,0.0142622,0.0505347,0.7946112,71.811,21.353,45.069,31.114,1.952,-5.129,-6.943,-3.219,3.015,-3.406,1.218,-5.916,9.955,0.547,7,-0.344,1,8.08,0,0,208.62,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,5.353,1019.364,698.3,283.067,35.921,2.075,2129.988,6,20.8,0.0134523,0.0499816,0.7853938,71.726,21.276,44.845,30.971,2.086,-5.285,-6.943,-3.368,5.19,-3.214,2.19,-5.458,9.991,0.528,7,-0.374,2,13.084,0,0,208.662,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,2.609,1008.251,679.387,290.879,35.888,2.097,2109.918,6,20.8,0.0032274,0.0505324,0.7890543,70.922,21.122,44.474,30.997,1.925,-5.13,-6.943,-3.309,4.376,-3.269,1.822,-5.602,9.899,0.517,7,-0.408,2,10.818,0,0,207.802,15,3,37,0,37,32,55,2,0
CA_AGAV_00002.mol,CAF,9,0,0,1,0,12,4,-2,802.97,8.227,1086.049,749.975,298.021,35.876,2.178,2202.726,6,20.8,0.0307286,0.0469126,0.7538575,74.637,22.443,46.001,31.233,2.321,-6.243,-6.943,-3.878,3.744,-3.651,1.541,-5.734,9.915,0.926,7,-0.296,1,11.923,0,0,211.643,15,3,37,0,37,32,55,3,0
CA_AGAV_00002.mol,CAF,8,0,0,1,0,12,4,-2,802.97,1.927,997.975,669.022,292.028,35.947,0.978,2117.998,6,20.8,0.001753,0.0510528,0.7992126,71.246,21.065,44.636,30.98,1.989,-4.982,-6.943,-3.145,4.268,-3.205,1.749,-5.623,9.985,0.56,7,-0.362,2,10.995,0,0,213.011,15,3,37,0,37,32,55,2,0
