molecule,region,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
NA_APOC_000028.mol,NAF,0,1,0,0,0,1,1,1,352.432,3.631,626.47,344.11,64.626,217.735,0,1124.899,1,5.7,0.0117177,0.0090986,0.834975,40.302,10.882,17.747,10.006,3.242,-4.23,-3.797,-5.967,602.497,0.284,316.51,-3.91,8.037,0.071,3,0.526,3,95.687,0,0,59.922,5,0,21,0,21,8,26,0,0.003
NA_APOC_000028.mol,NAF,0,1,0,0,0,1,1,1,352.432,3.59,626.877,346.014,64.098,216.765,0,1126.38,1,5.7,0.0114431,0.0090927,0.8351658,40.352,10.885,17.758,9.997,3.254,-4.237,-3.797,-5.959,609.479,0.289,320.476,-3.904,8.029,0.068,3,0.53,3,95.846,0,0,60.135,5,0,21,0,21,8,26,0,0.003
NA_APOC_000028.mol,NAF,0,1,0,0,0,1,1,1,352.432,3.484,626.297,338.663,70.382,217.252,0,1123.508,1,5.7,0.0108047,0.0091011,0.8345172,40.241,10.905,17.739,10.041,3.193,-4.227,-3.797,-5.972,531.338,0.228,276.305,-4.018,8.047,0.086,3,0.522,3,94.421,0,0,61.404,5,0,21,0,21,8,26,0,0.002
NA_APOC_00002.mol,NAF,5,0,0,0,0,12,2,-2,694.815,5.828,963.003,626.887,279.384,56.732,0,1935.158,6,21.7,0.0175518,0.055196,0.7798569,64.128,19.839,42.591,31.838,0.134,-4.258,-4.758,-5.365,22.207,-3.222,8.074,-5.317,9.862,0.499,10,-0.793,1,12.955,0,0,196.664,13,3,34,0,34,26,49,2,0
NA_APOC_00002.mol,NAF,6,0,0,0,0,12,2,-2,694.815,1.938,960.716,607.82,299.264,53.631,0,1935.871,6,21.7,0.0019407,0.0553274,0.7819059,64.127,19.94,42.483,31.946,0.003,-4.228,-4.758,-5.317,14.387,-3.423,5.051,-5.694,9.904,0.552,10,-0.785,1,8.815,0,0,201.121,13,3,34,0,34,26,49,2,0
NA_APOC_000030.mol,NAF,5,0,0,0,0,1,1,1,468.762,2.74,742.257,687.189,41.781,13.287,0,1513.467,0,2,0.0049611,0,0.8588677,53.9,12.473,18.783,3.63,7.921,-9.073,-8.123,-3.879,3978.236,0.126,2200.617,-2.147,9.399,-1.039,1,2.434,1,100,0,0,34.695,2,1,22,0,22,20,34,1,0
NA_APOC_000030.mol,NAF,5,0,0,0,0,1,1,1,468.762,2.67,763.138,708.611,41.962,12.565,0,1528.029,0,2,0.0046637,0,0.8407168,54.476,12.635,18.908,3.676,8.014,-9.469,-8.123,-4.169,3962.58,0.107,2191.258,-2.153,9.387,-1.02,1,2.476,1,100,0,0,35.879,2,1,22,0,22,20,34,1,0
NA_APOC_000031.mol,NAF,5,0,0,0,0,1,0,1,426.724,1.779,678.842,632.609,32.954,13.279,0,1379.485,1,1.7,0.0022931,0.0025043,0.8828247,48.538,11.508,18.143,4.586,7.066,-7.877,-7.261,-3.491,4823.85,0.221,2710.303,-1.984,9.36,-1.094,2,2.049,1,100,0,0,19.641,1,1,22,0,22,20,31,1,0
NA_APOC_000031.mol,NAF,5,0,0,0,0,1,0,1,426.724,1.968,694.319,643.556,37.379,13.384,0,1389.904,1,1.7,0.0027878,0.0024484,0.8674868,48.956,11.625,18.264,4.654,7.101,-8.165,-7.261,-3.74,4379.616,0.172,2441.554,-2.065,9.424,-1.048,2,2.077,1,100,0,0,20.271,1,1,22,0,22,20,31,1,0
NA_APOC_000036.mol,NAF,10,0,0,0,0,14,4,-2,796.991,3.964,1191.431,1030.991,133.315,27.124,0,2365.055,4,22.2,0.0066439,0.0372661,0.720538,79.765,22.758,44.232,28.315,3.476,-7.01,-6.398,-6.183,539.1,-1.992,253.697,-2.537,9.765,-0.37,7,-0.172,1,70.273,0,0,156.805,14,2,35,0,35,30,56,2,0
NA_APOC_000036.mol,NAF,9,0,0,0,0,14,4,-2,796.991,8.082,1158.759,994.912,145.184,18.663,0,2327.234,4,22.2,0.0280675,0.0383169,0.7329348,78.171,22.201,44.093,28.259,3.184,-6.496,-6.398,-5.942,416.028,-2.082,191.72,-2.785,9.502,-0.28,7,-0.236,1,66.548,0,0,162.197,14,2,35,0,35,30,56,2,0
NA_APOC_00003.mol,NAF,5,0,0,0,0,12,2,-2,694.815,5.828,963.003,626.887,279.384,56.732,0,1935.158,6,21.7,0.0175518,0.055196,0.7798569,64.128,19.839,42.591,31.838,0.134,-4.258,-4.758,-5.365,22.207,-3.222,8.074,-5.317,9.862,0.499,10,-0.793,1,12.955,0,0,196.664,13,3,34,0,34,26,49,2,0
NA_APOC_00003.mol,NAF,6,0,0,0,0,12,2,-2,694.815,1.938,960.716,607.82,299.264,53.631,0,1935.871,6,21.7,0.0019407,0.0553274,0.7819059,64.127,19.94,42.483,31.946,0.003,-4.228,-4.758,-5.317,14.387,-3.423,5.051,-5.694,9.904,0.552,10,-0.785,1,8.815,0,0,201.121,13,3,34,0,34,26,49,2,0
NA_APOC_00004.mol,NAF,0,0,0,0,0,7,1,-2,518.646,5.873,753.391,482.192,223.079,48.12,0,1495.248,4,13.2,0.0230656,0.0350416,0.8393698,49.651,14.797,30.067,20.693,1.489,-4.339,-4.707,-4.361,75.934,-1.969,30.495,-4.789,9.76,0.453,8,-0.089,2,56.361,0,0,142.198,8,1,28,0,28,21,37,1,0
NA_APOC_00004.mol,NAF,0,0,0,0,0,7,1,-2,518.646,7.436,781.97,486.565,241.683,53.722,0,1521.546,4,13.2,0.0363422,0.0337609,0.818147,50.757,15.267,30.652,20.927,1.482,-4.753,-4.707,-4.731,50.585,-2.266,19.658,-5.112,9.795,0.453,8,-0.068,2,53.16,0,0,142.752,8,1,28,0,28,21,37,1,0
NA_APOC_00006.mol,NAF,12,0,0,0,0,17,1,-2,681.136,3.577,1172.198,1073.553,74.374,24.271,0,2339.424,0,2.7,0.0054682,0,0.7270594,76.786,21.056,26.473,2.121,12.756,-14.249,-12.184,-6.064,1952.581,-1.399,1019.68,-1.173,9.803,-0.917,4,3.965,1,100,0,0,52.141,3,2,21,0,21,21,49,1,0
NA_APOC_00006.mol,NAF,12,0,0,0,0,17,1,-2,681.136,2.417,1223.784,1138.938,64.62,20.227,0,2387.127,0,2.7,0.0024467,0,0.7058468,78.656,21.844,26.878,2.151,13.13,-15.227,-12.184,-6.388,2416.085,-1.326,1283.657,-1.007,9.765,-1.104,4,4.104,1,100,0,0,53.293,3,2,21,0,21,21,49,1,0
NA_APOC_00037.mol,NAF,13,0,0,0,0,18,5,-2,947.124,3.098,1329.651,891.344,247.153,191.154,0,2695.895,5,25.15,0.0035605,0.0422946,0.7045245,92.003,28.134,52.245,34.025,3.525,-7.535,-8.462,-7.225,44.89,-3.841,17.278,-3.673,9.649,0.525,7,-0.137,1,51.239,0,0,218.407,17,2,41,0,41,30,67,2,0
NA_APOC_00037.mol,NAF,13,0,0,0,0,18,5,-2,947.124,2.347,1320.397,887.348,244.378,188.671,0,2682.06,5,25.15,0.002054,0.0425911,0.7070326,91.426,27.912,52.021,33.967,3.464,-7.389,-8.462,-7.172,47.694,-3.78,18.447,-3.631,9.616,0.526,7,-0.164,1,51.354,0,0,223.099,17,2,41,0,41,30,67,2,0
NA_APOC_00038.mol,NAF,8,0,0,0,0,14,2,-2,594.525,6.84,834.192,204.506,434.026,195.66,0,1584.371,8,19.8,0.0295259,0.0671342,0.7878982,50.132,19.252,40.546,34.141,-2.207,-2.877,-4.208,-5.897,0.759,-4.941,0.21,-7.485,8.968,0.738,9,-1.24,1,0,0,0,253.472,15,3,28,0,28,10,42,2,0
NA_APOC_00038.mol,NAF,8,0,0,0,0,14,2,-2,594.525,3.939,827.248,203.365,428.774,195.109,0,1579.891,8,19.8,0.0098209,0.0676978,0.7930136,49.947,19.138,40.209,34.085,-2.175,-2.801,-4.208,-5.812,0.851,-4.826,0.238,-7.39,8.984,0.647,9,-1.228,1,0,0,0,250.891,15,3,28,0,28,10,42,2,0
NA_APOC_00044.mol,NAF,0,1,0,0,0,5,1,0,370.447,3.877,669.531,367.123,155.725,146.683,0,1200.367,2,5.45,0.0125246,0.0115117,0.8158374,40.075,11.96,19.15,10.582,2.95,-4.365,-4.093,-5.938,82.425,-0.899,36.865,-5.455,8.041,-0.085,8,0.562,2,78.512,0,0,95.452,6,0,17,0,17,6,27,1,0
NA_APOC_00044.mol,NAF,0,1,0,0,0,5,1,0,370.447,1.21,667.369,367.167,154.687,145.516,0,1200.206,2,5.45,0.0012204,0.011549,0.8184073,40.057,11.941,18.992,10.562,2.956,-4.328,-4.093,-5.89,84.315,-0.879,37.78,-5.44,8.026,-0.093,8,0.563,2,78.726,0,0,95.249,6,0,17,0,17,6,27,1,0
NA_APOC_00044.mol,NAF,0,1,0,0,0,5,1,0,370.447,3.073,650.543,360.703,147.954,141.886,0,1178.148,2,5.45,0.0080149,0.0118477,0.8292572,39.14,11.658,18.761,10.451,2.868,-4.039,-4.093,-5.698,97.669,-0.774,44.287,-5.329,8.222,0.072,8,0.512,2,79.352,0,0,93.529,6,0,17,0,17,6,27,1,0
NA_APOC_00044.mol,NAF,0,1,0,0,0,5,1,0,370.447,2.352,661.983,363.029,156.31,142.645,0,1188.736,2,5.45,0.0046552,0.011643,0.8198005,39.571,11.823,18.875,10.54,2.871,-4.235,-4.093,-5.854,81.379,-0.89,36.36,-5.48,8.098,-0.033,8,0.534,2,77.951,0,0,93.655,6,0,17,0,17,6,27,1,0
NA_APOC_00067.mol,NAF,11,0,0,0,0,15,7,-2,967.155,4.323,1360,1195.333,135.659,29.008,0,2779.061,2,26.35,0.0067239,0.0274004,0.7028966,95.71,26.262,49.185,29.687,4.304,-7.686,-8.289,-6.478,512.212,-2.171,240.049,-2.477,9.462,-1.017,4,-0.181,1,74.724,0,0,179.448,18,2,45,0,45,36,68,1,0
NA_APOC_00067.mol,NAF,11,0,0,0,0,15,7,-2,967.155,4.946,1408.4,1250.067,130.662,27.67,0,2814.237,2,26.35,0.0086936,0.0264588,0.6844572,97.105,27.077,49.509,29.76,4.525,-8.509,-8.289,-6.77,571.258,-2.2,270.094,-2.39,9.483,-0.976,4,-0.12,1,76.864,0,0,177.903,18,2,45,0,45,36,68,1,0
NA_APOC_00068.mol,NAF,14,0,0,0,0,21,7,-2,1099.314,6.081,1520.398,1282.339,209.117,28.941,0,3135.184,5,34.6,0.0117951,0.0508867,0.6813704,106.108,31.103,61.847,41.769,2.243,-6.572,-7.357,-6.826,103.002,-3.705,42.399,-3.255,9.448,-0.466,9,-1.144,1,50.189,0,0,252.896,21,2,47,0,47,39,77,2,0
NA_APOC_00068.mol,NAF,14,0,0,0,0,21,7,-2,1099.314,10.139,1553.369,1281.479,242.86,29.029,0,3172.308,5,34.6,0.0324038,0.0498066,0.672162,107.595,31.994,62.734,42.078,2.204,-7.089,-7.357,-6.975,49.301,-4.286,19.12,-3.877,9.463,-0.494,9,-1.083,1,44.233,0,0,257.553,21,2,47,0,47,39,77,2,0
NA_APOC_00069.mol,NAF,0,0,0,0,0,9,2,-2,508.608,6.252,724.8,441.468,257.271,26.061,0,1439.095,5,14.95,0.0271577,0.046122,0.8504977,45.909,14.607,31.299,23.454,0.2,-3.261,-3.67,-4.075,35.991,-2.35,13.607,-5.305,10.126,0.179,8,-0.509,2,43.008,0,0,161.488,9,1,23,0,23,19,36,1,0.001
NA_APOC_00069.mol,NAF,0,0,0,0,0,9,2,-2,508.608,5.684,721.697,461.684,241.334,18.679,0,1446.559,5,14.95,0.0223327,0.0463203,0.8571054,46.137,14.496,31.253,23.288,0.359,-3.223,-3.67,-3.933,50.971,-2.169,19.821,-5.037,10.147,0.199,8,-0.479,2,46.645,0,0,162.252,9,1,23,0,23,19,36,1,0.003
NA_APOC_00070.mol,NAF,18,0,0,0,0,31,5,-2,1002.97,8.352,1440.184,769.086,514.37,156.729,0,2796.192,12,36.35,0.0249486,0.0874333,0.666487,87.341,33.41,67.633,54.291,-3.262,-3.35,-4.982,-7.676,0.131,-9.025,0.032,-7.471,9.068,0.967,16,-2.73,1,0,0,0,363.673,25,3,36,0,36,20,70,2,0
NA_APOC_00070.mol,NAF,17,0,0,0,0,31,5,-2,1002.97,7.587,1413.681,744.618,505.813,163.25,0,2779.148,12,36.35,0.0207148,0.0890725,0.6762201,86.721,32.918,67.421,54.214,-3.233,-3.011,-4.982,-7.55,0.158,-8.679,0.039,-7.29,9.017,0.857,16,-2.708,1,0,0,0,362.952,25,3,36,0,36,20,70,2,0
NA_ARAB_00004.mol,NAF,7,0,0,0,0,14,2,-2,594.525,8.913,789.704,165.982,396.573,227.149,0,1548.387,8,19.8,0.0513058,0.0709163,0.8196347,48.992,18.717,40.454,33.994,-1.978,-2.412,-4.208,-5.534,1.719,-4.216,0.508,-6.684,9.284,0.8,9,-1.18,1,0,0,0,255.375,15,3,28,0,28,10,42,2,0
NA_ARAB_00004.mol,NAF,7,0,0,0,0,14,2,-2,594.525,5.71,813.102,198.734,387.647,226.72,0,1558.636,8,19.8,0.0209217,0.0688756,0.7995579,49.398,18.842,40.04,33.986,-1.94,-2.651,-4.208,-5.857,2.089,-4.323,0.627,-6.521,9.162,0.696,9,-1.239,1,0,0,0,251.097,15,3,28,0,28,10,42,2,0
NA_ARAB_00005.mol,NAF,8,0,0,0,0,14,2,-2,594.525,6.103,835.284,246.288,401.121,187.875,0,1582.95,8,19.8,0.02353,0.0670465,0.786398,50,18.963,40.233,33.867,-2.002,-2.889,-4.208,-5.884,1.556,-4.605,0.456,-6.906,8.925,0.542,9,-1.248,1,0,0,0,251.683,15,3,28,0,28,10,42,2,0
NA_ARAB_00007.mol,NAF,9,0,0,0,0,15,2,-2,610.524,9.003,836.206,256.444,421.252,158.51,0,1591.634,9,20.55,0.0509239,0.0737258,0.7884009,49.425,19.189,42.299,35.789,-2.487,-2.617,-4.16,-5.712,1.003,-4.859,0.284,-7.285,8.781,0.606,10,-1.361,1,0,0,0,271.188,16,3,28,0,28,10,43,2,0
NA_ARAU_00001.mol,NAF,1,0,0,0,0,11,1,-2,450.617,3.889,832.685,412.466,147.88,272.339,0,1532.342,2,4.45,0.009868,0.0075578,0.771948,50.708,16.054,22.167,9.467,6.156,-7.828,-6.885,-6.521,392.239,-1.754,179.898,-2.229,9.143,0.736,4,1.367,1,96.45,0,0,78.659,4,1,16,0,16,9,33,1,0
NA_ARAU_00002.mol,NAF,1,0,0,0,0,11,1,-2,450.617,4.645,812.869,430.988,125.066,256.814,0,1515.824,2,4.45,0.0142328,0.007742,0.7850736,49.899,15.544,21.868,9.159,6.196,-7.471,-6.885,-6.234,645.498,-1.452,308.226,-1.864,9.031,0.418,4,1.327,1,100,0,0,75.078,4,1,16,0,16,9,33,1,0
NA_ARAU_00002.mol,NAF,1,0,0,0,0,11,1,-2,450.617,3.432,830.111,438.086,131.511,260.515,0,1528.371,2,4.45,0.0077056,0.0075812,0.7730033,50.436,15.811,21.946,9.269,6.23,-7.782,-6.885,-6.447,560.771,-1.567,264.738,-1.969,9.003,0.373,4,1.357,1,100,0,0,75.467,4,1,16,0,16,9,33,1,0
NA_ARAU_00003.mol,NAF,3,0,0,0,0,11,1,-2,464.644,4.853,858.932,507.021,92.862,259.049,0,1588.194,1,4.45,0.0148262,0.0051809,0.7664346,52.816,15.901,21.215,7.601,7.08,-8.489,-7.281,-6.547,1304.04,-1.153,659.122,-1.262,9.069,0.656,4,1.611,1,100,0,0,64.302,4,1,16,0,16,9,34,1,0
NA_ARAU_00004.mol,NAF,3,0,0,0,0,11,1,-1,464.644,2.878,845.777,522.697,75.763,247.317,0,1573.384,1,4.45,0.0052641,0.0052614,0.7735096,52.112,15.506,20.766,7.374,7.091,-8.248,-7.281,-6.376,1894.277,-0.944,986.81,-0.988,8.969,0.382,4,1.571,1,100,0,0,60.715,4,1,16,0,16,9,34,1,0
NA_ARAU_00004.mol,NAF,3,0,0,0,0,11,1,-1,464.644,3.862,848.785,526.649,77.444,244.691,0,1579.632,1,4.45,0.0094422,0.0052428,0.7728077,52.337,15.562,20.905,7.374,7.117,-8.303,-7.281,-6.375,1825.976,-0.964,948.408,-1.029,8.985,0.421,4,1.589,1,100,0,0,61.076,4,1,16,0,16,9,34,1,0
NA_ARAU_00006.mol,NAF,1,0,0,1,0,2,1,-1,512.728,5.262,745.773,623.729,122.043,0,0,1533.269,1,6,0.0180569,0.0080453,0.8622585,53.923,13.33,22.953,9.278,6.104,-7.285,-7.347,-1.953,174.648,-0.651,95.424,-3.577,10.122,0.148,2,1.382,1,76.9,0,0,92.904,5,2,22,0,22,19,37,1,0
NA_ARAU_00006.mol,NAF,1,0,0,1,0,2,1,-1,512.728,6.083,760.636,616.679,130.889,13.067,0,1539.907,1,6,0.0240298,0.0078881,0.8478478,54.314,13.572,23.177,9.462,6.095,-7.551,-7.347,-2.249,143.972,-0.771,77.443,-3.694,10.077,0.192,2,1.395,1,75.343,0,0,95.384,5,2,22,0,22,19,37,1,0
NA_ARAU_00007.mol,NAF,2,0,0,0,0,13,1,-2,576.855,6.244,941.931,749.431,164.073,28.427,0,1860.261,4,10.2,0.020958,0.0216576,0.7765961,60.218,17.771,31.444,16.333,5.123,-7.168,-6.719,-5.282,275.419,-2.034,122.758,-3.195,9.593,-0.915,6,0.938,1,74.696,0,0,99.411,6,2,23,0,23,20,41,1,0
NA_ARAU_00007.mol,NAF,4,0,0,0,0,13,1,-2,576.855,4.086,973.321,780.926,163.787,28.608,0,1887.618,4,10.2,0.0088439,0.0209592,0.7589009,61.314,18.213,31.564,16.408,5.273,-7.693,-6.719,-5.57,277.146,-2.116,123.59,-3.189,9.594,-0.919,6,0.987,1,75.621,0,0,98.137,6,2,23,0,23,20,41,1,0
NA_ARAU_00010.mol,NAF,2,0,0,0,0,7,0,-2,580.547,5.153,855.395,263.836,228.666,362.893,0,1661.632,1,7.5,0.0159794,0.0087679,0.7931488,59.315,18.037,26.305,13.11,5.414,-7.835,-9.952,-6.61,67.214,-2.282,26.728,-3.783,8.827,0.692,6,1.334,1,65.439,0,0,148.849,10,2,32,0,32,0,43,1,0
NA_AREC_00001.mol,NAF,3,0,0,0,0,8,0,-2,460.482,5.376,739.013,138.029,346.171,254.813,0,1340.427,5,5.5,0.021565,0.0166416,0.7955637,44.787,16.104,26.291,16.561,2.503,-5.695,-7.04,-6.055,5.166,-3.565,1.669,-6.234,8.77,0.402,10,0.496,1,41.405,0,0,158.959,7,1,24,0,24,5,34,2,0
NA_AREC_00001.mol,NAF,3,0,0,0,0,8,0,-2,460.482,4.415,736.937,137.802,344.081,255.054,0,1337.134,5,5.5,0.0145804,0.0166885,0.7964976,44.657,16.057,26.143,16.544,2.498,-5.66,-7.04,-6.041,5.407,-3.535,1.754,-6.194,8.684,0.315,10,0.488,1,41.733,0,0,157.977,7,1,24,0,24,5,34,2,0
NA_AREC_00002.mol,NAF,3,0,0,0,0,8,0,-2,460.482,8.56,737.263,132.018,346.071,259.174,0,1339.794,5,5.5,0.0546895,0.0166811,0.7972013,44.803,16.123,26.764,16.586,2.506,-5.666,-7.04,-6.049,5.177,-3.549,1.673,-6.217,8.789,0.388,10,0.496,1,41.442,0,0,158.924,7,1,24,0,24,5,34,2,0
NA_AREC_00002.mol,NAF,3,0,0,0,0,8,0,-2,460.482,7.359,735.754,131.844,344.052,259.858,0,1336.782,5,5.5,0.040509,0.0167153,0.7976386,44.689,16.084,26.522,16.574,2.503,-5.64,-7.04,-6.046,5.411,-3.524,1.755,-6.177,8.675,0.338,10,0.489,1,41.765,0,0,158.053,7,1,24,0,24,5,34,2,0
NA_AREC_00014.mol,NAF,1,0,0,0,0,10,1,-2,448.382,5.267,650.964,99.3,328.907,222.757,0,1204.165,6,13,0.0230334,0.0489173,0.8408765,37.743,14.657,29.286,24.425,-0.825,-2.598,-4.066,-5.169,7.531,-3.14,2.509,-5.836,8.972,0.568,7,-0.775,2,11.893,0,0,196.037,11,2,22,0,22,5,32,2,0.002
NA_AREC_00014.mol,NAF,1,0,0,0,0,10,1,-2,448.382,4.523,654.636,107.884,314.601,232.151,0,1198.869,6,13,0.0170605,0.0486429,0.8337063,37.621,14.571,29.075,24.4,-0.762,-2.64,-4.066,-5.33,10.293,-3.057,3.517,-5.54,9.017,0.612,7,-0.803,2,14.692,0,0,193.29,11,2,22,0,22,5,32,2,0.003
NA_AREC_00014.mol,NAF,1,0,0,0,0,10,1,-2,448.382,7.265,649.305,98.632,328.002,222.671,0,1201.395,6,13,0.0439385,0.0490422,0.8417312,37.631,14.625,29.531,24.414,-0.831,-2.579,-4.066,-5.155,7.682,-3.126,2.563,-5.82,8.917,0.491,7,-0.778,2,12.009,0,0,195.118,11,2,22,0,22,5,32,2,0.002
NA_AREC_00014.mol,NAF,1,0,0,0,0,10,1,-2,448.382,8.314,651.557,100.849,317.743,232.966,0,1201.805,6,13,0.057519,0.0488727,0.8390127,37.746,14.628,29.712,24.42,-0.753,-2.605,-4.066,-5.248,9.61,-3.048,3.265,-5.595,9.123,0.712,7,-0.784,2,14.208,0,0,191.239,11,2,22,0,22,5,32,2,0.003
NA_AREC_00015.mol,NAF,0,0,0,0,0,11,1,-2,316.307,4.596,569.475,190.38,271.861,107.234,0,976.969,6,11.7,0.0216209,0.0503253,0.8361367,26.905,11.275,24.18,21.554,-1.352,-1.713,-1.746,-4.695,26.172,-2.692,9.643,-5.096,8.762,-0.321,7,-1.068,2,31.447,0,0,144.443,8,1,12,0,12,5,22,1,0.049
NA_AREC_00015.mol,NAF,0,0,0,0,0,11,1,-2,316.307,5.371,494.373,166.2,246.765,81.408,0,926.644,6,11.7,0.0311284,0.0579704,0.9297915,24.645,10.888,23.617,21.027,-1.198,-1.054,-1.746,-3.056,45.272,-2.002,17.436,-4.724,9.199,0.108,7,-0.883,2,36.61,0,0,144.427,8,1,12,0,12,5,22,1,0.527
NA_AREC_00037.mol,NAF,16,0,0,0,0,30,2,-2,886.813,14.973,1025.43,259.754,528.503,237.173,0,2206.972,13,28.4,0.1015841,0.0998582,0.7994478,65.171,26.436,59.106,47.791,-2.986,-0.656,-6.397,-5.908,0.096,-6.758,0.023,-7.544,8.648,0.487,16,-1.917,1,0,0,0,369.035,21,3,36,0,36,10,63,2,0.006
NA_AREC_00037.mol,NAF,16,0,0,0,0,30,2,-2,886.813,13.139,1002.723,226.555,518.65,257.519,0,2201.465,13,28.4,0.0784148,0.1021195,0.8161909,65.145,26.27,58.864,47.807,-2.83,-0.452,-6.397,-5.734,0.12,-6.435,0.028,-7.291,8.929,0.448,16,-1.835,1,0,0,0,364.52,21,3,36,0,36,10,63,2,0.016
NA_AREC_00037.mol,NAF,14,0,0,0,0,30,2,-2,886.813,8.294,988.459,206.733,528.753,252.973,0,2137.723,13,28.4,0.0321808,0.1035933,0.8119095,62.551,25.861,57.298,47.811,-3.256,-0.329,-6.397,-5.782,0.096,-6.592,0.022,-7.493,9.027,0.725,16,-1.956,1,0,0,0,370.254,21,3,36,0,36,10,63,2,0.013
NA_AREC_00037.mol,NAF,14,0,0,0,0,30,2,-2,886.813,11.161,905.542,223.34,479.913,202.288,0,2098.044,13,28.4,0.0593732,0.1130789,0.8752519,60.479,24.324,56.947,46.934,-2.815,0.294,-6.397,-4.515,0.279,-5.421,0.071,-6.771,8.886,0.383,16,-1.659,1,0,0,0,366.655,21,3,36,0,36,10,63,2,0.296
NA_AREC_00037.mol,NAF,17,0,0,0,0,30,2,-2,886.813,9.993,1159.428,242.839,557.23,359.36,0,2326.49,13,28.4,0.04292,0.0883174,0.7323556,71.121,29.558,60.318,49.14,-2.774,-2.042,-6.397,-7.577,0.051,-8.171,0.011,-7.643,8.904,0.951,16,-2.071,1,0,0,0,364.422,21,3,36,0,36,10,63,2,0
NA_AREC_00037.mol,NAF,17,0,0,0,0,30,2,-2,886.813,9.814,1165.314,257.414,569.249,338.651,0,2334.444,13,28.4,0.0412617,0.0878713,0.7303161,71.242,29.605,60.352,49.095,-2.85,-2.108,-6.397,-7.511,0.04,-8.36,0.009,-7.937,9.022,0.864,16,-2.067,1,0,0,0,368.378,21,3,36,0,36,10,63,2,0
NA_AREC_00037.mol,NAF,18,0,0,0,0,30,2,-2,886.813,12.754,1143.433,278.319,594.938,270.176,0,2343.851,13,28.4,0.0693951,0.0895528,0.7462901,70.964,29.068,60.786,48.751,-2.972,-1.862,-6.397,-6.926,0.023,-8.366,0.005,-8.652,9.02,0.753,16,-1.967,1,0,0,0,362.686,21,3,36,0,36,10,63,2,0
NA_AREC_00037.mol,NAF,16,0,0,0,0,30,2,-2,886.813,16.908,1090.016,312.231,579.107,198.678,0,2263.752,13,28.4,0.1262917,0.0939415,0.7649238,67.076,27.47,60.102,48.029,-3.274,-1.288,-6.397,-6.283,0.032,-7.843,0.007,-8.612,8.79,0.296,16,-2.009,1,0,0,0,371.537,21,3,36,0,36,10,63,2,0
NA_AREC_00046.mol,NAF,3,0,0,0,0,10,1,-2,448.382,3.707,687.866,98.748,368.212,220.906,0,1234.848,7,14,0.0111261,0.0538484,0.8092263,38.953,15.45,31.615,27.218,-1.467,-2.865,-3.681,-5.672,3.193,-3.788,0.992,-6.567,9.052,0.811,7,-0.925,1,1.461,0,0,199.984,11,2,22,0,22,5,32,2,0
NA_AREC_00046.mol,NAF,4,0,0,0,0,10,1,-2,448.382,1.77,686.392,118.439,345.482,222.472,0,1230.754,7,14,0.0025447,0.0539641,0.8091705,38.804,15.262,31.333,27.07,-1.329,-2.849,-3.681,-5.681,5.244,-3.557,1.697,-6.143,9.08,0.869,7,-0.932,1,6.125,0,0,201.404,11,2,22,0,22,5,32,2,0
NA_AREC_00046.mol,NAF,3,0,0,0,0,10,1,-2,448.382,6.935,677.44,102.149,357.163,218.129,0,1223.821,7,14,0.0392996,0.0546772,0.8167816,38.485,15.239,31.806,27.099,-1.429,-2.751,-3.681,-5.537,4.064,-3.608,1.288,-6.374,9.119,0.777,7,-0.921,1,3.56,0,0,199.913,11,2,22,0,22,5,32,2,0
NA_AREC_00046.mol,NAF,4,0,0,0,0,10,1,-2,448.382,4.45,690.586,116.452,351.329,222.805,0,1235.544,7,14,0.0160275,0.0536364,0.8063425,38.999,15.356,31.605,27.123,-1.353,-2.896,-3.681,-5.728,4.616,-3.642,1.478,-6.25,9.067,0.715,7,-0.932,1,4.996,0,0,200.799,11,2,22,0,22,5,32,2,0
NA_AREC_00048.mol,NAF,6,0,0,0,0,13,1,-2,564.499,5.726,755.84,172.584,373.499,209.757,0,1473.618,8,19.05,0.0222515,0.071287,0.8285623,46.476,17.751,38.667,33.119,-1.945,-2.362,-3.954,-5.306,2.845,-3.847,0.876,-6.416,9.006,0.858,11,-1.138,1,0,0,0,238.79,14,3,27,0,27,9,40,2,0.001
NA_AREC_00048.mol,NAF,8,0,0,0,0,13,1,-2,564.499,7.109,818.99,191.96,391.464,235.566,0,1507.769,8,19.05,0.0335141,0.0657902,0.7764428,48.089,18.617,39.277,33.568,-2.06,-3.01,-3.954,-6.273,1.922,-4.549,0.573,-6.656,9.248,0.919,11,-1.277,1,0,0,0,238.829,14,3,27,0,27,9,40,2,0
